               column_name               |   table_name   |                field_id                 |                                             description                                              | coding | inst | arr |          type          
 c5986_0_104                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    0 | 104 | Integer
 c5986_0_105                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    0 | 105 | Integer
 c5986_0_106                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    0 | 106 | Integer
 c5986_0_107                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    0 | 107 | Integer
 c5986_0_108                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    0 | 108 | Integer
 c5986_0_109                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    0 | 109 | Integer
 c5986_0_110                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    0 | 110 | Integer
 c5986_0_111                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    0 | 111 | Integer
 c5986_0_112                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    0 | 112 | Integer
 c5986_0_113                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    0 | 113 | Integer
 c5986_1_0                               | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |   0 | Integer
 c5986_1_1                               | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |   1 | Integer
 c5986_1_2                               | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |   2 | Integer
 c5986_1_3                               | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |   3 | Integer
 c5986_1_4                               | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |   4 | Integer
 c5986_1_5                               | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |   5 | Integer
 c5986_1_6                               | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |   6 | Integer
 c5986_1_7                               | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |   7 | Integer
 c5986_1_8                               | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |   8 | Integer
 c5986_1_9                               | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |   9 | Integer
 c5986_1_10                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  10 | Integer
 c5986_1_11                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  11 | Integer
 c5986_1_12                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  12 | Integer
 c5986_1_13                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  13 | Integer
 c5986_1_14                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  14 | Integer
 c5986_1_15                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  15 | Integer
 c5986_1_16                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  16 | Integer
 c5986_1_17                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  17 | Integer
 c5986_1_18                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  18 | Integer
 c5986_1_19                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  19 | Integer
 c5986_1_20                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  20 | Integer
 c5986_1_21                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  21 | Integer
 c5986_1_22                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  22 | Integer
 c5986_1_23                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  23 | Integer
 c5986_1_24                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  24 | Integer
 c5986_1_25                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  25 | Integer
 c5986_1_26                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  26 | Integer
 c5986_1_27                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  27 | Integer
 c5986_1_28                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  28 | Integer
 c5986_1_29                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  29 | Integer
 c5986_1_30                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  30 | Integer
 c5986_1_31                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  31 | Integer
 c5986_1_32                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  32 | Integer
 c5986_1_33                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  33 | Integer
 c5986_1_34                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  34 | Integer
 c5986_1_35                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  35 | Integer
 c5986_1_36                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  36 | Integer
 c5986_1_37                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  37 | Integer
 c5986_1_38                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  38 | Integer
 c5986_1_39                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  39 | Integer
 c5986_1_40                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  40 | Integer
 c5986_1_41                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  41 | Integer
 c5986_1_42                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  42 | Integer
 c5986_1_43                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  43 | Integer
 c5986_1_44                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  44 | Integer
 c5986_1_45                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  45 | Integer
 c5986_1_46                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  46 | Integer
 c5986_1_47                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  47 | Integer
 c5986_1_48                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  48 | Integer
 c5986_1_49                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  49 | Integer
 c5986_1_50                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  50 | Integer
 c5986_1_51                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  51 | Integer
 c5986_1_52                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  52 | Integer
 c5986_1_53                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  53 | Integer
 c5986_1_54                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  54 | Integer
 c5986_1_55                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  55 | Integer
 c5986_1_56                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  56 | Integer
 c5986_1_57                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  57 | Integer
 c5986_1_58                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  58 | Integer
 c5986_1_59                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  59 | Integer
 c5986_1_60                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  60 | Integer
 c5986_1_61                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  61 | Integer
 c5986_1_62                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  62 | Integer
 c5986_1_63                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  63 | Integer
 c5986_1_64                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  64 | Integer
 c5986_1_65                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  65 | Integer
 c5986_1_66                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  66 | Integer
 c5986_1_67                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  67 | Integer
 c5986_1_68                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  68 | Integer
 c5986_1_69                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  69 | Integer
 c5986_1_70                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  70 | Integer
 c5986_1_71                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  71 | Integer
 c5986_1_72                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  72 | Integer
 c5986_1_73                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  73 | Integer
 c5986_1_74                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  74 | Integer
 c5986_1_75                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  75 | Integer
 c5986_1_76                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  76 | Integer
 c5986_1_77                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  77 | Integer
 c5986_1_78                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  78 | Integer
 c5986_1_79                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  79 | Integer
 c5986_1_80                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  80 | Integer
 c5986_1_81                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  81 | Integer
 c5986_1_82                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  82 | Integer
 c5986_1_83                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  83 | Integer
 c5986_1_84                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  84 | Integer
 c5986_1_85                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  85 | Integer
 c5986_1_86                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  86 | Integer
 c5986_1_87                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  87 | Integer
 c5986_1_88                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  88 | Integer
 c5986_1_89                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  89 | Integer
 c5986_1_90                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  90 | Integer
 c5986_1_91                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  91 | Integer
 c5986_1_92                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  92 | Integer
 c5986_1_93                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  93 | Integer
 c5986_1_94                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  94 | Integer
 c5986_1_95                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  95 | Integer
 c5986_1_96                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  96 | Integer
 c5986_1_97                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  97 | Integer
 c5986_1_98                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  98 | Integer
 c5986_1_99                              | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 |  99 | Integer
 c5986_1_100                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 | 100 | Integer
 c5986_1_101                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 | 101 | Integer
 c5986_1_102                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 | 102 | Integer
 c5986_1_103                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 | 103 | Integer
 c5986_1_104                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 | 104 | Integer
 c5986_1_105                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 | 105 | Integer
 c5986_1_106                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 | 106 | Integer
 c5986_1_107                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 | 107 | Integer
 c5986_1_108                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 | 108 | Integer
 c5986_1_109                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 | 109 | Integer
 c5986_1_110                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 | 110 | Integer
 c5986_1_111                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 | 111 | Integer
 c5986_1_112                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 | 112 | Integer
 c5986_1_113                             | ukb_pheno_5_03 | 5986                                    | ECG, phase time                                                                                      |        |    1 | 113 | Integer
 c5987_0_0                               | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |   0 | Text
 c5987_0_1                               | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |   1 | Text
 c5987_0_2                               | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |   2 | Text
 c5987_0_3                               | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |   3 | Text
 c5987_0_4                               | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |   4 | Text
 c5987_0_5                               | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |   5 | Text
 c5987_0_6                               | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |   6 | Text
 c5987_0_7                               | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |   7 | Text
 c5987_0_8                               | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |   8 | Text
 c5987_0_9                               | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |   9 | Text
 c5987_0_10                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  10 | Text
 c5987_0_11                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  11 | Text
 c5987_0_12                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  12 | Text
 c5987_0_13                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  13 | Text
 c5987_0_14                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  14 | Text
 c5987_0_15                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  15 | Text
 c5987_0_16                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  16 | Text
 c5987_0_17                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  17 | Text
 c5987_0_18                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  18 | Text
 c5987_0_19                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  19 | Text
 c5987_0_20                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  20 | Text
 c5987_0_21                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  21 | Text
 c5987_0_22                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  22 | Text
 c5987_0_23                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  23 | Text
 c5987_0_24                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  24 | Text
 c5987_0_25                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  25 | Text
 c5987_0_26                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  26 | Text
 c5987_0_27                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  27 | Text
 c5987_0_28                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  28 | Text
 c5987_0_29                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  29 | Text
 c5987_0_30                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  30 | Text
 c5987_0_31                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  31 | Text
 c5987_0_32                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  32 | Text
 c5987_0_33                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  33 | Text
 c5987_0_34                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  34 | Text
 c5987_0_35                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  35 | Text
 c5987_0_36                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  36 | Text
 c5987_0_37                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  37 | Text
 c5987_0_38                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  38 | Text
 c5987_0_39                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  39 | Text
 c5987_0_40                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  40 | Text
 c5987_0_41                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  41 | Text
 c5987_0_42                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  42 | Text
 c5987_0_43                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  43 | Text
 c5987_0_44                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  44 | Text
 c5987_0_45                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  45 | Text
 c5987_0_46                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  46 | Text
 c5987_0_47                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  47 | Text
 c5987_0_48                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  48 | Text
 c5987_0_49                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  49 | Text
 c5987_0_50                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  50 | Text
 c5987_0_51                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  51 | Text
 c5987_0_52                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  52 | Text
 c5987_0_53                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  53 | Text
 c5987_0_54                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  54 | Text
 c5987_0_55                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  55 | Text
 c5987_0_56                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  56 | Text
 c5987_0_57                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  57 | Text
 c5987_0_58                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  58 | Text
 c5987_0_59                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  59 | Text
 c5987_0_60                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  60 | Text
 c5987_0_61                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  61 | Text
 c5987_0_62                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  62 | Text
 c5987_0_63                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  63 | Text
 c5987_0_64                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  64 | Text
 c5987_0_65                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  65 | Text
 c5987_0_66                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  66 | Text
 c5987_0_67                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  67 | Text
 c5987_0_68                              | ukb_pheno_5_03 | 5987                                    | ECG, trend phase name                                                                                |        |    0 |  68 | Text
